1,99459,1
2,99367,2
3,99428,1
4,99026,2
5,99636,2
6,99898,2
7,99424,3
8,99108,3
9,99983,1
10,99294,1
11,99465,1
12,99861,2
13,99659,2
14,99426,3
15,99967,2
16,99494,3
17,99840,2
18,99757,3
19,99483,2
20,99646,2
21,99188,2
22,99780,2
23,99719,1
24,99317,2
25,99659,1
26,99875,1
27,99149,1
28,99397,3
29,99772,2
30,99315,2
31,99795,1
32,99625,2
33,99291,1
34,99282,3
35,99223,2
36,99636,2
37,99631,3
38,99367,3
39,99109,3
40,99386,2
41,99169,1
42,99148,1
43,99151,1
44,99955,3
45,99768,2
46,99147,3
47,99365,1
48,99029,2
49,99227,3
50,99695,1
51,99280,2
52,99334,1
53,99805,1
54,99927,3
55,99837,3
56,99362,3
57,99242,1
58,99719,3
59,99557,1
60,99303,1
61,99208,2
62,99131,1
63,99913,2
64,99278,2
65,99265,3
66,99732,2
67,99393,1
68,99902,2
69,99551,1
70,99444,1
71,99532,2
72,99499,2
73,99702,2
74,99745,1
75,99458,2
76,99607,1
77,99690,3
78,99564,3
79,99509,1
80,99591,3
81,99672,1
82,100000,1
83,99394,3
84,99826,1
85,99083,1
86,99535,1
87,99902,2
88,99598,1
89,99758,3
90,99375,3
91,99212,3
92,99980,3
93,99419,1
94,99355,2
95,99829,3
96,99227,2
97,99930,1
98,99922,3
99,99403,2
100,99982,2
101,99622,2
102,99877,3
103,99571,3
104,99959,3
105,99281,3
106,99893,2
107,99584,1
108,99105,2
109,99400,2
110,99330,3
111,99724,3
112,99102,1
113,99950,3
114,99562,3
115,99103,2
116,99826,3
117,99188,3
118,99956,3
119,99816,3
120,99547,2
121,99519,1
122,99805,1
123,99565,1
124,99933,2
125,99238,1
126,99571,3
127,99852,1
128,99678,1
129,99745,1
130,99854,2
131,99426,2
132,99161,2
133,99350,3
134,99615,1
135,99246,2
136,99833,2
137,99684,1
138,99205,1
139,99523,1
140,99094,2
141,99617,1
142,99915,2
143,99972,3
144,99988,3
145,99406,3
146,99883,1
147,99847,2
148,99995,2
149,99276,3
150,99095,2
151,99672,1
152,99332,3
153,99518,2
154,99068,1
155,99888,2
156,99754,1
157,99393,1
158,99571,2
159,99476,3
160,99220,2
161,99045,3
162,99877,3
163,99763,2
164,99150,2
165,99790,1
166,99385,2
167,99505,2
168,99395,2
169,99882,3
170,99001,3
171,99312,2
172,99463,2
173,99537,2
174,99711,1
175,99043,3
176,99839,2
177,99264,3
178,99122,2
179,99859,3
180,99610,2
181,99214,1
182,99605,3
183,99769,2
184,99185,1
185,99732,3
186,99391,3
187,99557,2
188,99942,1
189,99018,3
190,99826,2
191,99909,3
192,99596,1
193,99822,1
194,99235,3
195,99708,3
196,99787,2
197,99954,1
198,99803,2
199,99238,1
200,99841,3
201,99074,3
202,99477,1
203,99489,3
204,99806,1
205,99125,1
206,99010,3
207,99551,3
208,99235,1
209,99410,3
210,99080,1
211,99240,3
212,99358,3
213,99614,2
214,99311,3
215,99980,1
216,99523,1
217,99298,1
218,99399,2
219,99836,3
220,99041,2
221,99528,1
222,99089,3
223,99637,1
224,99952,2
225,99809,1
226,99568,3
227,99885,3
228,99521,2
229,99452,2
230,99819,1
231,99678,1
232,99261,2
233,99258,2
234,99485,1
235,99855,2
236,99864,3
237,99026,3
238,99881,2
239,99321,1
240,99835,2
241,99528,3
242,99346,3
243,99413,1
244,99147,1
245,99454,2
246,99610,3
247,99613,3
248,99802,2
249,99241,3
250,99115,3
251,99628,2
252,99882,3
253,99361,2
254,99367,3
255,99769,1
256,99344,1
257,99985,2
258,99844,2
259,99992,3
260,99537,2
261,99198,2
262,99297,3
263,99399,1
264,99840,2
265,99065,1
266,99291,3
267,99395,2
268,99238,3
269,99747,3
270,99585,2
271,99655,1
272,99769,1
273,99746,2
274,99066,3
275,99162,3
276,99596,3
277,99385,2
278,99269,3
279,99825,3
280,99134,1
281,99831,3
282,99840,3
283,99424,2
284,99139,2
285,99162,2
286,99925,3
287,99367,3
288,99215,1
289,99274,1
290,99941,2
291,99781,3
292,99953,2
293,99465,2
294,99896,2
295,99154,2
296,99973,1
297,99544,2
298,99701,3
299,99651,3
300,99294,2
301,99836,1
302,99371,2
303,99388,2
304,99957,1
305,99595,1
306,99426,1
307,99660,3
308,99756,1
309,99250,2
310,99118,2
311,99531,1
312,99475,3
313,99731,1
314,99299,2
315,99462,1
316,99965,1
317,99269,3
318,99775,2
319,99092,1
320,99164,3
321,99394,3
322,99376,3
323,99439,3
324,99947,1
325,99784,3
326,99172,3
327,99547,1
328,99603,2
329,99944,2
330,99860,1
331,99092,2
332,99062,3
333,99616,1
334,99304,1
335,99663,3
336,99923,1
337,99448,3
338,99738,2
339,99963,1
340,99216,3
341,99677,3
342,99311,3
343,99829,2
344,99241,3
345,99834,1
346,99274,1
347,99197,2
348,99847,2
349,99674,3
350,99782,2
351,99475,2
352,99865,3
353,99917,3
354,99335,2
355,99470,1
356,99058,3
357,99538,1
358,99201,3
359,99328,1
360,99952,2
361,99074,2
362,99812,3
363,99833,1
364,99803,3
365,99057,1
366,99117,2
367,99636,1
368,99284,1
369,99816,1
370,99951,2
371,99153,2
372,99120,3
373,99024,3
374,99341,1
375,99004,3
376,99464,1
377,99171,1
378,99623,3
379,99800,3
380,99256,3
381,99874,1
382,99137,2
383,99290,2
384,99153,1
385,99467,2
386,99867,3
387,99784,3
388,99613,2
389,99329,3
390,99001,2
391,99030,2
392,99420,1
393,99174,3
394,99045,2
395,99697,3
396,99820,3
397,99286,1
398,99519,1
399,99397,1
400,99736,3
401,99148,3
402,99193,1
403,99383,3
404,99489,3
405,99935,1
406,99497,3
407,99032,1
408,99398,1
409,99992,2
410,99048,2
411,99095,3
412,99439,3
413,99720,1
414,99189,1
415,99525,2
416,99645,2
417,99063,3
418,99603,2
419,99337,1
420,99568,2
421,99948,3
422,99556,2
423,99038,2
424,99975,2
425,99303,3
426,99003,2
427,99321,1
428,99627,1
429,99494,3
430,99579,2
431,99074,3
432,99511,3
433,99798,3
434,99749,3
435,99675,3
436,99360,3
437,99561,1
438,99159,3
439,99329,1
440,99915,1
441,99038,2
442,99490,2
443,99691,2
444,99189,1
445,99733,3
446,99483,1
447,99301,1
448,99564,1
449,99194,2
450,99264,3
451,99797,3
452,99560,1
453,99138,3
454,99413,2
455,99497,2
456,99561,2
457,99455,1
458,99708,3
459,99539,2
460,99918,3
461,99621,2
462,99667,1
463,99461,3
464,99474,1
465,99018,3
466,99542,1
467,99103,3
468,99658,3
469,99052,3
470,99737,1
471,99634,3
472,99758,2
473,99057,3
474,99626,2
475,99774,3
476,99503,3
477,99133,2
478,99055,3
479,99022,3
480,99678,2
481,99674,3
482,99278,1
483,99949,3
484,99154,3
485,99039,3
486,99487,3
487,99129,1
488,99386,2
489,99662,3
490,99096,2
491,99110,2
492,99626,2
493,99425,2
494,99386,3
495,99684,1
496,99016,1
497,99338,1
498,99406,3
499,99119,1
500,99669,3
501,99990,2
502,99251,1
503,99169,3
504,99952,3
505,99925,2
506,99338,3
507,99309,3
508,99791,3
509,99909,3
510,99196,2
511,99089,3
512,99010,3
513,99150,2
514,99994,1
515,99139,2
516,99531,2
517,99042,1
518,99457,1
519,99155,2
520,99835,3
521,99694,3
522,99711,1
523,99062,2
524,99035,1
525,99022,1
526,99809,3
527,99928,3
528,99982,3
529,99801,3
530,99710,3
531,99849,3
532,99992,3
533,99088,3
534,99474,3
535,99696,1
536,99591,3
537,99607,1
538,99961,1
539,99992,3
540,99478,2
541,99026,2
542,99534,1
543,99454,2
544,99088,1
545,99604,1
546,99795,3
547,99846,2
548,99363,3
549,99811,2
550,99139,3
551,99866,3
552,99340,1
553,99854,1
554,99133,1
555,99706,3
556,99458,1
557,99786,2
558,99318,2
559,99058,2
560,99127,3
561,99663,2
562,99641,1
563,99880,3
564,99443,3
565,99701,2
566,99445,1
567,99269,2
568,99544,2
569,99322,1
570,99123,1
571,99846,2
572,99070,1
573,99081,2
574,99542,3
575,99767,3
576,99591,3
577,99918,1
578,99976,1
579,99207,3
580,99635,2
581,99228,1
582,99755,3
583,99598,2
584,99630,1
585,99385,3
586,99987,3
587,99129,1
588,99480,2
589,99902,2
590,99846,3
591,99035,3
592,99075,3
